volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
5427	1	966	172	2199	236	3	0.95473	Смерть немецким оккупантам.	vol-5427-page-01-seg-001-0966-0172-2199-0236.png
5427	1	272	268	2253	606	7	0.99513	ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-5427-page-01-seg-002-0272-0268-2253-0606.png
5427	1	325	644	584	693	2	0.81250	56 (5427)	vol-5427-page-01-seg-003-0325-0644-0584-0693.png
5427	1	979	639	1548	693	5	0.96247	9 марта 1943 г., вторник	vol-5427-page-01-seg-004-0979-0639-1548-0693.png
5427	1	1790	637	2223	688	2	0.88164	ЦЕНА 20 КОП.	vol-5427-page-01-seg-005-1790-0637-2223-0688.png
5427	1	2338	170	4390	616	35	0.93357	Вчера наши войска после упорных двухдневных боев заняли город Сычевка. Взяты большие трофеи. Противник потерял только убитыми до 8.000 солдат и офицеров. Советские воины! Крепче удары по врагу. Вперед, на полный i. разгром немецких захватчиков!	vol-5427-page-01-seg-006-2338-0170-4390-0616.png
5427	1	493	777	1420	847	3	0.94549	В последний час	vol-5427-page-01-seg-007-0493-0777-1420-0847.png
5427	1	306	900	1603	1007	5	0.90795	Наши войска заняли город сычевы	vol-5427-page-01-seg-008-0306-0900-1603-1007.png
5427	1	272	1022	1614	1597	83	0.95315	8 марта наши войска, после упорных двухдневных боев, сломили сопротивление противника и овладели городом и железнодорожной станцией СЫЧЕВКА (север- нее города ВЯЗЬМА). В боях на сычевском направлении и за город Сычевка нашими войсками ВЗЯТЫ следующие трофеи: самоле ТОВ --- 8, танков -- 310, орудий разного калибра - 40, пулеметов -- 250, паровозов -- 22, вагонов и железнодо- - - рожных цистерн -- 215, а также много снарядов, мин, патронов и другого военного имущества. Противник потерял только убитыми до 8.000 солдат и офицеров. СОВИНФОРМБЮРО.	vol-5427-page-01-seg-009-0272-1022-1614-1597.png
5427	1	332	1673	1554	1898	6	0.97536	Под водительством Сталина вперед, к победе!	vol-5427-page-01-seg-010-0332-1673-1554-1898.png
5427	1	274	1917	949	3339	199	0.95153	Указом Президиума Верховного Совета СССР Верховному Главнокомандующему вооруженными силами СССР товарищу Сталину присвоено военное звание Map- шала Советского Союза. В этом решения высшего органа власти советского госу- дарства выражены всенародная призна- тельность и благодарность товарищу Сталину за его мудрое руководство нашей борьбой против немецко-фашистских зах- ватчиков. Маршальская звезда, которая во- лей всего многомиллионного советского народа, всей Красной Армии будет вруче- на товарищу Сталину, сиянием своих зо- лотых лучей отражает блеск полковолче- ского дарования нашего любимого вождя и учителя, величие его колоссальных воен- ных заслуг перед Родиной. партии и вождь народов, гени- альный мыслитель и организатор, расчи- стоивший своим титаническим трудом путь торжеству социалистического строя, то- варищ Сталин вместе с тем является од- ним из крупнейших военных деятелей человечества. Это он, вместе с Лениным, закладывал первый камень фундамента Красной Армии. Это он, вместе Лениным ковал победы на фронтах отечественной войны 1918--21 гг. Там, где было опасней всего, где обста- новка складывалась особенно неблагопри- и тревожно для наших войск, там, по воде партии, по воле Ленина, не- изменно появлялся товарищ Сталин. Имен- но сталинская непреклонная воля и могу- чая рука организатора, его светлый ум большевистского стратега и талант дей- ственного тактика обеспечили успех реша- ющих боевых операций времен граждан- сбой войны.	vol-5427-page-01-seg-011-0274-1917-0949-3339.png
