volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
5869	1	981	357	2168	413	3	0.92644	Смерть немецким оккупантам!	vol-5869-page-01-seg-001-0981-0357-2168-0413.png
5869	1	282	446	2227	788	9	0.94308	- :: ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-5869-page-01-seg-002-0282-0446-2227-0788.png
5869	1	325	823	779	886	3	0.96146	№ 189 (5869)	vol-5869-page-01-seg-003-0325-0823-0779-0886.png
5869	1	946	832	1556	877	5	0.90940	10 августа 1944 г., четверг	vol-5869-page-01-seg-004-0946-0832-1556-0877.png
5869	1	1941	821	2189	871	2	0.85869	ЦЕНА 20 КОП.	vol-5869-page-01-seg-005-1941-0821-2189-0871.png
5869	1	2608	352	4051	425	4	0.84951	г о д н	vol-5869-page-01-seg-006-2608-0352-4051-0425.png
5869	1	2350	436	3301	515	11	0.91572	От Советского Информбюро. Оперативная сводка за 9 августа (1 стр. ).	vol-5869-page-01-seg-007-2350-0436-3301-0515.png
5869	1	2346	523	3297	844	40	0.92901	Прием тов. И. В. Сталиным г-на С. Миколайчика (1 стр. ). Указы Президиума Верховного Совета СССР (1 стр. ). E. Габрилович. -- Упорство (2 стр. ). Полковник И. Лебедев. -- О практическом изу- чении боевого устава пехоты (2 стр. ).	vol-5869-page-01-seg-008-2346-0523-3297-0844.png
5869	1	3395	438	4341	850	65	0.93886	Подполковник П. Слесарев. Действия танков в горах (2 стр. ). К. Симонов. --- Лагерь уничтожения (3 стр. ). Майор И. Курчавов, Действенность политиче- ской информации (3 стр. ). H. Карнаушенко, -- Шакалы (4 стр. ). М. Витич. - Письма из Югославии (4 стр. ). Военные действия в Северной Франции (4 стр. ). Военные действия в Италии (4 стр. ). Действия авиации союзников (4 стр. ).	vol-5869-page-01-seg-009-3395-0438-4341-0850.png
5869	1	380	956	1515	1056	3	0.95116	Минометы в наступлении	vol-5869-page-01-seg-010-0380-0956-1515-1056.png
5869	1	273	1079	933	1681	83	0.96213	гром артиллерийской музыки, зву- чащей на полях сражений, неизменно вплетается скромный голос наших мино- метов. Это незаменимое оружие, следующее боевых порядках пехоты, сыграло боль- шую роль в летнем наступлении наших войск. Минометы с полным правом можно назвать артиллерией универсального на- значения. Мощь и навесной характер их огня в сочетании с замечательными так- тическими свойствами легкостью пере- броски, неприхотливостью в выборе огне- вых позиций, быстрой готовностью от- крытию огня делают минометы надеж- ными и верными спутниками наступаю- щей пехоты в труднейших условиях мест- пости.	vol-5869-page-01-seg-011-0273-1079-0933-1681.png
5869	1	263	1689	933	3782	293	0.95592	Наше поступление развивается на са- мых разнообразных театрах. Советские войска преодолевали скалы Карелии, леса и болота Белоруссии, пинские топи предгорья Карпат, непроходимые трясины северного участка фронта. II всюду наша пехота пользовалась мощной под- держкой минометных взводов, рот и ба- тарей. Для повышения подвижности стрелковых подразделений минометы пме- ют особенно важное значение. Удоб- ные в транспортировке, они никогда не задержат стремительного движения пехоты и позволяют широко напеврировать огне- выми средствами, в зависимости от тре- бований боевой обстановки. Минометы тем и пены, что они успешно взаимодейству- ют с самыми мелкими подразделениями в то же время, сконцентрированные мощный огневой кулак, могут, взаимодей- ствуя с артиллерией, решать и очень серьезные задачи на всех этапах наступ- ления, начиная от прорыва вражеской : обороны до преследования и боев по лик- видации окруженных частей противника. Зачастую минометы выполняют задачи, которые в других условиях легли бы на плечи артиллеристов. Там. где трудно, иногда и невозможно быстро провезти или протащить прудпе там легко пройдут минометы. пока подтянется артиллерия, они с честью справляются с подавлением объектов, подлежащих обработке снаряда- мп. Такое использование минометов осо- бенно ценно в условиях маневренных боев, когда пахота стремится всеми способами увеличить свою подвижность для более тесного взаимодействия с ме- ханизированными войсками и кавалерией. Основное условие эффективного исполь- зования минометов при прорыве обороны противника направлении главного удара. Решающег значение имеет также театрализованное управление всеми минометами, включе- ние их в план артиллерийского наступ- ления. конкретная постановка огневых задач до момента захвата пехотой второй дании траншей противника, Опыт показал. что создание специальных минометных групп с налаженной связью и наблюлени- ем дает хорошие результаты не только прп стрельбе па подавление, но и в период разрушения оборонительных сооружений противника, в частности траншей. Не сле- дует также пренебрегать участием мино- метов в постановке огневого вала. Такие опыты делались не раз, они всегда были успептыми.	vol-5869-page-01-seg-012-0263-1689-0933-3782.png
5869	1	261	3791	925	4107	52	0.96116	Централизация управления миномет сани в период артиллерийской подготовки и при поддержке атаки отнюдь не умаляет их значения, как оружия сопровождения пе- хоты. При развитии боя в глубине, при совершении марша в предвидении встреч- ного боя, а также при действиях в горах и населенных пунктах минометные роты, : иногда и батареи применяются рассре-	vol-5869-page-01-seg-013-0261-3791-0925-4107.png
5869	1	954	1079	1617	1887	115	0.95808	доточенно, находятся в непосредственном подчинении пехотных начальников. этих случаях командир стрелковой роты, батальона должен уже сам заботиться о том, чтобы минометы были применены с наибольшей пользой. Для этого необходимо, чтобы командир минометной роты (батареи) знал не толь- ко огневую задачу, но и был посвящен во всю обстановку, в которой проводится подготовка к бою и будет проходить са- мый бой. Следовательно, ему своевремен- но надо указать ориентиры и кодировку местности, сигналы взаимодействия, раз'- яснить задачи стрелковых подразделений и артиллерийской группы поддержки пе- хоты. Задачи минометам нужно ставить в конкретной форме, с указанием после- довательности выполнения их когда. с какого места, по чьему распоряжению открывать огонь, в какой полосе вести разведку и где развертывать наблюда- тельные пункты.	vol-5869-page-01-seg-014-0954-1079-1617-1887.png
5869	1	942	1891	1614	4110	320	0.95671	Смелое и решительное введение кочетов бой. умелое использование их огромной подвижности по сравнению другими тяжелыми огневыми средства обычно окупается "сторицей. Об этом можно судить хотя бы по такому при- меру из опыта последних наступательных боев. Стрелковое соотношение, продвигаясь вперед, к серьезному рубежу обороны покрывавшем подступы к большому го ролу. подошло с несколько растянутыми боевыми порядками. Отходящие часть противника оказали здесь сильное со- противление. Ожидать подтягивания ар- тиллерии значило упустать вознож- ность ворваться в город на плечах отхо- лящего врага. Нашей пехоте на - помыть минометчики офицера Василеви- ча. Выбросившись вперед на автомаши- нах, они развернулись и с хода откры- ли питепсивный и плотный огонь по пе- краю обороны противника, На высоту, занимаемую неучами, ворзалось сначала одпо отделение. Но вскоре под прикрытием огня минометов несколько па- ших подразделений вклинилось во вражес- кую оборону. Немцы, почуяв опасность. бросили поле пехоты с четырьмя лапками B контратаку на правый обнаженный флаги наших войск. Положение осложит- лось, поход боя петли буквально счи- танные минуты. В этот момент миномет- чики офицера Шанкина основную массу огая направили по контратакующим. Враг остановился, а тем временем полготорп- лась к стрельбе подоспевшая артиллерия. Общими усилиями врагу был нанесен ог- полный упон. Пехота захватила оборо- нительный рубеж противника, а это реши- до судьбу города. Боевая практика знает немало случаев. когда минометы на бронетранспогисрах следовали вместе с танками и содейство- вали пх успеху. Особенно большую по- моть минометчики пказывали войскам вс время вражеских контратак пламя тан- ков и пехоты. Отсечение пехоты от тан- ков, борьба с живой силой противника то время, когда всё внимание артиллерии приковало к вражеским боевым машинам. важнейшая п ответственнейшая зада- ча. решаемая минометамп. Наши минометные подразделения п ча- сти, во взаимодействии с группы ротант войск, услепто участвуют в прорыве обороны противника, в огневом преследо- вания, в ликвидания окруженных пемеп- ких группировок. Минометы - прекрасное средство обеспечения решительного про- движения пехоты в наступлении. Об этом нельзя забывать. Долг каждого командира. организующего бой, полностью использо- вать мощь и маневренность минометов.	vol-5869-page-01-seg-015-0942-1891-1614-4110.png
5869	1	488	4187	1371	4334	8	0.93728	Прием тов. И. В. Сталиным г-на С. Миколайчика	vol-5869-page-01-seg-016-0488-4187-1371-4334.png
5869	1	261	4362	1588	4557	39	0.92690	9 августа представители польского эмигрантского правительства г.г. С. Миколайчик, С. Грабский и Т. Ромер нанесли прощальный визит Председателю Совета Народных Комиссаров СССР тов. И. В. Сталину. В беседе принимал участие Народный Комиссар Иностранных Дел СССР тов В. М. Молотов,	vol-5869-page-01-seg-017-0261-4362-1588-4557.png
5869	1	257	4622	1581	4790	16	0.97709	УКАЗ ПРЕЗИДИУМА ВЕРХОВНОГО СОВЕТА СССР НАГРАЖДЕНИИ ОРДЕНАМИ И МЕДАЛЯМИ ГЕНЕРАЛОВ И ОФИЦЕРОВ КОНТРРАЗВЕ ДКИ КРАСНОЙ АРМИИ	vol-5869-page-01-seg-018-0257-4622-1581-4790.png
5869	1	480	4801	1348	4840	7	0.93917	(Продолжение. Начало в № 181 «Красной звезды»)	vol-5869-page-01-seg-019-0480-4801-1348-4840.png
5869	1	307	4853	869	4892	3	0.99218	ОРДЕНОМ КРАСНОГО ЗНАМЕНИ	vol-5869-page-01-seg-020-0307-4853-0869-4892.png
5869	1	269	4893	915	5157	25	0.95225	13. Майора государственной безопасности Прошкина Василия Дмитриевича. 14. Генерал-майора Рухадзе Николая Мак- симовича. 15. Майора Салынского Николая Дмитрие- вича. 16. Полковника Утехина Георгия Валенти- новича,	vol-5869-page-01-seg-021-0269-4893-0915-5157.png
5869	1	259	5194	907	5272	4	0.89611	Орденом отечественной войны степени	vol-5869-page-01-seg-022-0259-5194-0907-5272.png
5869	1	265	5290	907	6048	72	0.94836	1. Генерал-лейтенанта Бабич Исай Яков- левича. 2. Генерал-майора Болотина-Балясного Григория Самойловича. 3. Полковника Браверман Якова Михай- ловича. : Подполковника Будкина Федора Ва- сильевича. 5. Майора Буняченко Николая Ивано- вича. 6. Подполковника Бурашникова Николая Ивановича. 7. Генерал-майора Головлева Илью Ива- новича. 8. Генерал-майора Горгонова Ивана Ива- новича. 9. Старшего лейтенанта Грачева Сергея Александровича. 10. Майора Дудникова Ивана Ефимовича. 11. Полковника государственной безопас- ности Ендакова Николая Михайло- вича. 12. Майора Згуровского Михаила Ерофе- евича.	vol-5869-page-01-seg-023-0265-5290-0907-6048.png
5869	1	940	4859	1590	6003	102	0.94551	13. Подполковника Иванова Василия Алексеевича. 14. Полковника Карташова Сергея Нико- лаевича. 15. Капитана Кизиль Пантелея Максимо- вича. : 16. Генерал-майора Кожевникова Сергея Федоровича. 17. Генерал-майора Козлова Василия Ива- новича. 18. Подполковника Кокина Алексея Ни- колаевича. 19. Генерал-майора Коновалова Ивана Пе тровича. 20. Майора Котелкова Ивана Зотовича. 21. Майора Левантовского Марка Семе- новича. 22. Подполковника Лихачева Михаила Тимофеевича. 23. Полковника Локтева Ивана Поликар- повича. 24. Генерал-майора Марсельского Георгия Семеновича. 25. Генерал-майора Мельникова Дмитрия Ивановича. 26. Подполковника Мовсесова Георгия Аркадьевича. 27. Полковника Модина Ивана Александ- ровича. 28. Капитана Окунева Александра Нико- лаевича. 29. Генерал-майора Попова Петра Петро- вича. 30. Капитана Приходько Александра Фе- доровича.	vol-5869-page-01-seg-024-0940-4859-1590-6003.png
5869	1	1067	6011	1444	6052	2	0.91494	(Продолжение следует).	vol-5869-page-01-seg-025-1067-6011-1444-6052.png
5869	1	1754	936	3537	1102	8	0.96843	ОТ СОВЕТСКОГО ИНФОРМБЮРО Оперативная сводка за 9 августа	vol-5869-page-01-seg-026-1754-0936-3537-1102.png
