volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
5912	1	965	250	2133	315	3	0.92735	Смерть немецким оккупантам.	vol-5912-page-01-seg-002-0965-0250-2133-0315.png
5912	1	253	340	2177	679	7	0.99638	ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-5912-page-01-seg-003-0253-0340-2177-0679.png
5912	1	302	715	563	767	2	0.82729	232 (5912)	vol-5912-page-01-seg-004-0302-0715-0563-0767.png
5912	1	921	719	1585	765	5	0.93564	29 сентября 1944 г., пятница	vol-5912-page-01-seg-005-0921-0719-1585-0765.png
5912	1	1896	709	2144	763	2	0.91557	ЦЕНА 20 КОП.	vol-5912-page-01-seg-006-1896-0709-2144-0763.png
5912	1	2558	207	3237	323	1	0.95412	сегодня	vol-5912-page-01-seg-007-2558-0207-3237-0323.png
5912	1	2296	344	3233	736	48	0.91487	От Советского Информбюро. сводка за 28 сентября (1 стр. ). Оперативная Указы Президиума Верховного Совета СССР (1- 2 стр. ). Подполковник И. Гаглов. -- Бои за освобождение Эстонии (2 стр. ). Полковник В. Прунцов. Минометы в горах (2 стр. ). Майор B. Земляной. Аэродромный маневр (3 стр. ).	vol-5912-page-01-seg-008-2296-0344-3233-0736.png
5912	1	3329	336	4261	421	7	0.92594	Николай Асанов, (3 стр. ). Возвращение. Рассказ	vol-5912-page-01-seg-010-3329-0336-4261-0421.png
5912	1	3328	430	4261	586	24	0.94172	На охране восстановленных государственных границ. -- Беседа с начальником Главного управле- ния пограничных войск НКВД СССР генерал-лейте- нантом Н. П. Стахановым (3 стр. ).	vol-5912-page-01-seg-011-3328-0430-4261-0586.png
5912	1	3366	600	4220	738	22	0.93090	Выступление Черчилля в палате общин (4 стр. ) Военные действия в Западной Европе (4 стр. ). Декларация правительства Бономи (4 стр. ).	vol-5912-page-01-seg-012-3366-0600-4220-0738.png
5912	1	446	854	1394	1065	3	0.80983	Предоктябрьское - социалистическое	vol-5912-page-01-seg-013-0446-0854-1394-1065.png
5912	1	607	1071	1231	1133	1	0.90434	соревнование	vol-5912-page-01-seg-014-0607-1071-1231-1133.png
5912	1	234	1167	900	2604	209	0.96169	Близится- 27-я годовщина Великой Ок- тябрьской Социалистической Революции Это славная и знаменательная дата. Теперь, после трех с лишним лет Отече- ственной войны против немецко-фашист- ских захватчиков, советский народ отчет- ливее, чем когда-либо, сознает всё вели- чие, всё огромное историческое значение победы, одержанной трудящимися нашей страны под руководством партии Ленина Сталина на баррикадах Октября. Именно Октябрьская Социалистическая Революция вывела Россию на путь роста и укрепле- ния, сделала ее Советским Союзом, держа- вой непобедимой мощи. В том, на сража- ются наши воины, в том, как они воору- жены, в той гигантской и безотказной поддержке, которую оказывает советский тыл своей армии, во всем, что питает выдающиеся успехи нашего оружия. мы видим прежде всего плоды Октябрьской Революции, результаты ее великих завое- ваний. Все победы Красной Армии на по- лях битв против разбойничьего гитлеров- ского империализма корнями своими ухо- дят в дни Октября. Сыны Октября, наши воины, громят врага, движутся вперед под священным Октябрьским знаменем, знамя- нем Ленина-Сталина. Естественно и понятно поэтому то чув- ство взволнованной приподнятости, с ко- торым готовятся ныне все советские люди к встрече 27-й годовщины Октябрьской Социалистической Революции. По всей на- шей стране, из края в край, звучит один призыв: ознаменуем 27-ю годовщину Ок- тября, новыми успехами, новыми достиже- ниями во славу Родины, во имя оконча- тельного разгрома немецко-фашистских захватчеков!	vol-5912-page-01-seg-015-0234-1167-0900-2604.png
5912	1	230	2610	886	3212	80	0.96298	Инициатором предоктябрьского социали- стического соревнования выступил Мос- ковский ордена Ленина автозавод имени Сталина. Этот завод хорошо известен во- инам Красной Армии. Его многотысячный коллектив имеет немало заслуг перед Ро- диной. Вот уже двенадцать месяцев оп непрерывно держит переходящее Красное Знамя Государственного Комитета Оборо- пы. Вступая в предоктябрьские соревпова- ние, автозаводцы обязались добиться ново- го значительного увеличения производи- тельности труда, еще более усилить по- мощь фронту, досрочно закончить десяти- месячную программу п выработать сверх плана продукции на 58 миллионов руб- дей	vol-5912-page-01-seg-016-0230-2610-0886-3212.png
5912	1	226	3220	882	4251	157	0.96007	Почин автозаводцев встретил горячая отклик по всей нашей стране. Откликаясь на обращение работников автозавода име- ни Сталина, труженики советского тыла с еще большей энергией борются за новые победы патриотического, стахановского труда. Они берут на себя новые, повышен- ные обязательства. Так, коллектив одного артиллерийского завода на Урале реши. ознаменовать октябрьскую годовщину вы- пуском сверх плана зенитных орудий для нескольких артиллерийских частей, освое- нием массового производства новых видов вооружения, повышением производительно- сти труда в третьем квартале на 15 проц. и т. д. Для того, чтобы по достоинству оце- нить эти обязательства, нужно вспом- нить, как далеко вперед ушла наша про- мышленность за время войны, каких ги- гантских побед она уже достигла. Доста- точно сказать, что если до войны произ- водство пушек осваивалось в течение по- лугодия и больше, то теперь коренная перестройка производства артиллерийских заводов для выпуска новых орудий про- водится за время от одного до трех ме- сяцев. Сосредоточив все усилия на уве- личении производства и дальнейшем со-	vol-5912-page-01-seg-017-0226-3220-0882-4251.png
5912	1	919	1171	1573	1656	69	0.95867	вершенствовании вооружения, мы достигл этом крупных успехов, обеспечив за собой и количественное и качественное превосходство над врагом области вооружения. II то, что труженики совет- ского тыла, руководимые большевистской партией, не успокаиваются на достигну- том, а настойчиво, изо дня в день про- биваются всё дальше вперед, по пути дальнейшего роста и укрепления нашей страны, еще раз красноречиво свидетель- ствует о неиссякаемой творческой сигле советского народа, его великой созидатель- ной мощи.	vol-5912-page-01-seg-018-0919-1171-1573-1656.png
5912	1	909	1662	1567	2652	151	0.95682	Слово большевика, слово советского патриота это твердое слово. Пред- октябрьское социалистическое соревнова- ние началось совсем недавно, а уже каж- дый новый день знаменуется новыми ус- пехами, одержанными в ходе этого сотев- нования. Лучшие сталеплавильщикр Mar- нитогорска тт. Новокрещенов, Основ и Бревешкин уже выдали сверх плана, фонд Главного Командования, сталь, из которой можно изготовить 134 тысячи снарядов. Бригада инструментальщиков под руководством тов. Прокофьева, рабо- тающая на одном из оборонных заводов. выполнила месячный план за 20 дней на 108 прод. Все производственные цехи танкового завода, где директором тев. За- дорожный, выработали в сентябрю значи- тельно больше продукции, чем в августе. Кузнечный цех этого завода дал за 20 дней на 17 троц. болыпе продукции. чем за то же время в августе. На авиацион- ном заводе им. Орджоникидзе рабочие це- лыми бригадами и участками встают на предоктябрьские стахановские вахты намного перекрывают сменные задания. 575 фронтовых бригад ежедневно выра- батывают здесь по две и больше норм.	vol-5912-page-01-seg-019-0909-1662-1567-2652.png
5912	1	902	2662	1558	3555	118	0.96064	И так повсюду. С особым уловлет- ворением воспринимают Воины Красной Армии успехи предприятий тех районов. которые силой нашего оружия и доблести были вырваны из оков немецко-фашист- ской неволи. Освобожденная советская земля быстро поднимается к жизни! Пре- Визмогая все невзгоды и трудности, совет- ские патриоты восстанавливают хозяйст- во, разрушенное гитлеровскими разбойни- ками, и с каждым днем всё больше помо- гают фронту. Включившись предок тябрьское соревнование, многие бригады Харьковского турбогенераторного завода систематически перевыполняют производ- ственные задания. Шахтеры- Ворошилов- радуги, передовики соревнования, до- срочно выполнили девятимесячный план добычи угля. Одновременно всё более уси- ливаются темпы восстановительной рабо- ты. На месте руин поднимаются простор- ные и светлые цехи. Что ни день, газеты сообщают о пуске новых восстановленных предприятий, крупных производственных об'ектов, шахт.	vol-5912-page-01-seg-020-0902-2662-1558-3555.png
5912	1	898	3566	1552	4241	93	0.95964	Огни предоктябрьского социалистическо- го соревнования, пылающие по всей на- шей стране, зажигают сердца волнов Крас- ной Армии новой энергией, поднимают в них новые силы. Патриотический труд советского народа, отдающего все свои усилия, чтобы помочь фронту скорее до- бить фашисткого зверя, зовет наших во инов к еще более славным подвигам доб- лести ратного мастерства. Огромный размах, крупные успехи предоктябрьского социалистического соревнования выразп- тельно и ярко отражают великое мораль- по-политическое единство нашего народа, могущество нашей Родины, которая под знаменем Ленина- Сталина, знаменем Ок- тября уверенно движется к полному тор- жеству нашего правого и благородного дела.	vol-5912-page-01-seg-021-0898-3566-1552-4241.png
5912	1	277	4332	1512	4480	16	0.96437	УКАЗ ПРЕЗИДИУМА ВЕРХОВНОГО СОВЕТА СССР НАГРАЖДЕНИИ ОРДЕНАМИ И МЕДАЛЯМИ ОФИЦЕРСКОГО СЕРЖАНТСКОГО И РЯДОВОГО СОСТАВА КРАСной армии	vol-5912-page-01-seg-022-0277-4332-1512-4480.png
5912	1	336	4493	877	4655	7	0.91840	(Продолжение. Начало в ОРДЕНОМ ОТЕЧЕСТВЕННОЙ ВОЙНЫ СТЕПЕНИ	vol-5912-page-01-seg-023-0336-4493-0877-4655.png
5912	1	230	4674	871	6032	126	0.95411	17. Старшего лейтенанта Козина Василия 17. Степановича. 18. Старшего лейтенанта Козинченко Илью Даниловича. 19. Младшего лейтенанта Колесникова Семена Георгиевича. 20. Лейтенанта Кравцова Никона а- сильевича. 21. Красноармейца Кузьменко Василия Сергеевича. 22. Капитана Кульшарипова Федора Алек- сандровича. 23. Красноармейца Любенко Константина Степановича. 24. Гвардии капитана Матюшкина Ники- фора Владимировича. 25. Майора Медведева Рафаила Алек- сандровича. 26. Майора Мочалова Ивана Александ ровича. 27. Младшего лейтенанта Мошникова Фе дора Николаевича. 28. Майора Мушкетик Ивана Никитови- ча. 29. Старшего лейтенанта Ольхович Евсея Ильича. 30. Капитана Онипко Владимира Афа- насьевича. 31. Подполк вника Пальцева Бориса Ни- колаевича. 32. Подполковника Петрилина Михаила Тимофеевича. 33. Красноармейца Пилюшенко Никиту Степановича. 34. Младшего лейтенанта Погост Федора Давидовича. 35. Старшего лейтенанта Раева Антона Фомича. 36. Лейтенанта Рокина Ивана Дмитрие- вича. 37. Красноармейца Сафонова Дмитрия Во- нифатовича.	vol-5912-page-01-seg-024-0230-4674-0871-6032.png
