volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
6201	1	910	740	1640	789	5	0.93757	9 сентября 1945 г., воскресенье.	vol-6201-page-01-seg-001-0910-0740-1640-0789.png
6201	1	1102	241	2202	309	4	0.91288	За нашу Советскую Родину!	vol-6201-page-01-seg-002-1102-0241-2202-0309.png
6201	1	303	263	2220	313	1	0.83801	робину.	vol-6201-page-01-seg-003-0303-0263-2220-0313.png
6201	1	303	321	2220	723	8	0.96133	соединяйТесь ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-6201-page-01-seg-004-0303-0321-2220-0723.png
6201	1	330	738	589	785	2	0.92625	213 (6201)	vol-6201-page-01-seg-005-0330-0738-0589-0785.png
6201	1	1937	733	2197	783	2	0.88714	ЦЕНА 20 КОП.	vol-6201-page-01-seg-006-1937-0733-2197-0783.png
6201	1	2578	239	4020	319	3	0.91668	Г Д В	vol-6201-page-01-seg-007-2578-0239-4020-0319.png
6201	1	2336	328	3272	417	10	0.91057	Указы Президиума Верховного Совета СССР (1 и 2 стр. ).	vol-6201-page-01-seg-008-2336-0328-3272-0417.png
6201	1	2334	423	3270	562	20	0.92505	О присвоении воинских званий офицерскому со- ставу и генералам Красной Армии. Постановление Совета Народных Комиссаров Союза ССР (1 стр. ).	vol-6201-page-01-seg-009-2334-0423-3270-0562.png
6201	1	2330	582	3272	765	21	0.93501	От трудящихся города Хабаровска Великому вождю народов Верховному Главнокомандующему вооруженными силами Советского Союза Генера- лиссимусу Иосифу Виссарионовичу Сталину (2 стр. ).	vol-6201-page-01-seg-010-2330-0582-3272-0765.png
6201	1	3357	326	4303	615	38	0.92979	Подполковник С. Рыжак. - Роль железных до- рог в современной войне (2 стр. ). Б. Галин. - Офицер танковых войск. 3. К Запад- ному Бугу (3 стр. ). Обзор печати. Внутрипартийная жизнь на страницах газеты (3 стр. ).	vol-6201-page-01-seg-011-3357-0326-4303-0615.png
6201	1	3365	626	4303	763	14	0.92729	По страницам зарубежной печати Инженер-капитан Н. Соловьев. Военно-тран- спортные планеры США (4 стр. ).	vol-6201-page-01-seg-012-3365-0626-4303-0763.png
6201	1	342	862	2208	996	4	0.98430	Воин советских оккупационных сил	vol-6201-page-01-seg-013-0342-0862-2208-0996.png
6201	1	245	1017	934	2423	194	0.96772	На земле врага завершила Красная Ар- мия свой славный поход против гитлеров- ских захватчиков. Историческая справед- ливость восторжествовала. Войска свободо- любивых держав оккупировали всю тер риторию Германии, полные решимости обеспечить окончательное искоренение грусского разбойничьего милитаризма, причинившего столько страданий челове- честву и духовно искалечившего несколь- ко поколений немцев. B бурях минувшей войны Красная снискала любовь и уважение всего мира, как армия-освободительни- на, спасшая народы от фашистского рабства. Это естественное следствие политики Советского государства, которая всегда была направлена на установление прочного и длительного мира между наро- дами и основана на уважении к их пра- вам, к их свободе и независимости. С первого дня своего рождения Красная Армия плоть от плоти, кровь от крови- советского народа была проводни- ком благородной политики нашего социа- листического государства. «Красная Армия свободна от чувства расовой ненависти. Она свободна от такого унизительного чувства, потому что она воспитана в ду- хе расового равноправия и уважения правам других народов» (Сталин). Волнам армии социалистической держа- вы чуждо чувство расовой ненависти или пренебрежения к какому бы то ни было народу. Это в полной мере верно и по от- ношению к немецкому народу, несмотря на т), что он, слепо идя за гитлеровскими правителями, принес много горя советским	vol-6201-page-01-seg-014-0245-1017-0934-2423.png
6201	1	263	2429	922	3150	110	0.96882	Уже с самого начала войны товарищ Сталин и большевистская партия неустан- по подчеркивали, что мы ненавидим не- неких захватчиков не потому, что они люди чужой нации, а потому, что они принесли нашей стране и всем свобода- любимым народам неисчислимые страдания и бедствия. Товарищ Сталин назвал глу- пой брехней и неумной клеветой на Крас- ную Армию болтовню, встречавшуюся на страницах иностранной печати, о том, что советские войска уничтожают немец- ких солдат именно, как немцев. из-за ненависти ко всему немецкому. «Было бы смешно, говорил товарищ Сталин, отождествлять клику, Гитлера с герман- ским народом, с германским государством. Опыт истории говорит, что гитлеры при- холят и уходят, а народ германский, государство германское - остается».	vol-6201-page-01-seg-015-0263-2429-0922-3150.png
6201	1	261	3156	914	3332	27	0.95896	Эти мудрые сталинские слова четко определяют отношение нашего государст- ра, нашей Красной Армии к побежденной Германии. После всего пережитого нами по вине немцев желание отплатить им за	vol-6201-page-01-seg-016-0261-3156-0914-3332.png
6201	1	949	1021	1605	1922	126	0.96609	слезы и страдания советских людей - естественное человеческое чувство. Но воины Красной Армии выше и благород- нее слепого чувства мести. Как подлинные солдаты, они сполна рассчитались с вра- гом на поле боя, разгромив германскую армию. Сознавая государственные интере- сы своей Родины, проникнутые чувством собственного достоинства, советские воины понимают, что они пришли в Германию не как завоеватели, не для того, чтобы поработить или уничтожить немецкий на- но для того, чтобы разорить ero страну. Оккупация немецкой территории имеет совершенно иные задачи. Советские оккупационные войска находятся в Гер- мании для того, чтобы обеспечить оконча- тельное уничтожение немецкого чилита- ризма. искоренение остатков фашизма и Полный его морально-политический раз- гром. Оккупация Германии должна предот- вратить угрозу возрождения немецкого империализма и обезопасить напи страну и другие свободолюбивые народы от гер- манской агрессин.	vol-6201-page-01-seg-017-0949-1021-1605-1922.png
6201	1	947	1934	1599	2108	22	0.96183	дновременно советские оккупационные войска призваны обеспечить возмещение немецким народом того ущерба, который был нанесен агрессивной Германией Со- ветскому Союзу во время войны.	vol-6201-page-01-seg-018-0947-1934-1599-2108.png
