volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
4847	1	269	80	2269	419	4	0.94958	Пролетарий всех стран, соединяйтесь!	vol-4847-page-01-seg-001-0269-0080-2269-0419.png
4847	1	269	423	2269	801	7	0.99460	ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-4847-page-01-seg-003-0269-0423-2269-0801.png
4847	1	323	811	570	872	2	0.93809	92 (4847)	vol-4847-page-01-seg-005-0323-0811-0570-0872.png
4847	1	967	807	1597	866	5	0.95787	19 апреля 1941 г., суббота	vol-4847-page-01-seg-006-0967-0807-1597-0866.png
4847	1	2030	807	2277	858	2	0.94602	ЦЕНА 15 КОП.	vol-4847-page-01-seg-007-2030-0807-2277-0858.png
4847	1	2626	330	3334	402	5	0.90399	се г д н я	vol-4847-page-01-seg-008-2626-0330-3334-0402.png
4847	1	2370	417	3326	828	52	0.91196	Подполковник В. Бродников. -- Скоро в лагерь! (1 стр. ). Я. Милецкий.--Аэростаты заграждения на боевой высоте (1 стр. ). ВОПРОСЫ КОМАНДИРСКОЙ ПОДГОТОВКИ. - Майор А. Савельев. -- Перевозки войск по желез- ным дорогам (2 стр. ). Лейтенант E. Свиридов. - Несостоявшееся взаи- модействие (2 стр. ). МАССОВАЯ ФИЗКУЛЬТУРА И СПОРТ. --Н. Со-	vol-4847-page-01-seg-009-2370-0417-3326-0828.png
4847	1	3417	402	4375	824	64	0.91237	колов. - Вплавь с винтовкой и гранатой. -- Капи- тан П. Ушаков. -- Спортивное лето нале (2 стр. ). Батальонный комиссар Т. Гребенчук. -- От чего зависит качество лекций (3 стр. ). «Танковая разведка». - Обсуждение книги пол- ковника Лаврова в частях (3 стр. ). ПО СТРАНИЦАМ ЗАРУБЕЖНОЙ ПЕЧАТИ. - Подготовка взвода связи (3 стр. ). Военные действия в Западной Европе (4 стр. ).	vol-4847-page-01-seg-012-3417-0402-4375-0824.png
4847	1	340	923	1603	1119	7	0.98542	КАЖДЫЙ ТАНКИСТ ДОЛЖЕН ОБРАЗЦОВО ЗНАТЬ СВОЮ ТЕХНИКУ	vol-4847-page-01-seg-013-0340-0923-1603-1119.png
4847	1	281	1131	965	2478	195	0.95672	подготовке автобронетанковых войск техническая учеба занимает не менее важ- ное место, чем стрельба и тактика. Овла- дение техникой обеспечивает безотказность работы танков, грамотную эксплуатацию их. Твердое знание механизмов танка позво- ляет быстро определять и устранять воз- никающие в них неисправности, а следова- тельно, всегда содержать машину в полной боевой готовности. Основная цель изучения материальной части именно в том и заклю- чается, чтобы научиться эксплуатировать машины, обслуживать их, регулировать ме- ханизмы, быстро находить и устранять не- исправности. Отсюда вытекают и конкрет- ные задачи обучения каждого специалиста. Возьмем для примера механика-водителя Ему необходимы те знания, которые тре- буются для практической работы. Этим оп- ределяется и степень детальности изучения механизмов. Скажем. в карбюраторе нужно отлично знать все пробки жиклеров, ходы топлива и воз1уха, точки регулировки. Но совсем не нужно распылять внимания на такие детали, как различные выступы и заглушки, наличие которых обясняется особенностями технологии производства. Бы- вают случаи, когда водителям сообщают из- лишние теоретические подробности о теп- ловом процессе в двигателе, об электротех- нике, о некоторых физических явлениях Это приводит излишней трате учебного времени. Если изучается устройство маши- ны, все теоретические сведения должны иметь прикладной характер. Объем их дол- кен зависеть от задач обучения, состава в уровня аудитории.	vol-4847-page-01-seg-014-0281-1131-0965-2478.png
4847	1	273	2480	953	4083	223	0.95658	Строгая последовательность технической учебы - обязательное условие. Только это поможет танкисту прочно усвоить взаимо- действие различных механизмов. В части, которой командует тов. Катуков. отступили от этого правила. Здесь материальная часть боевых машин изучалась без всякой си- стемы, темы чередовались произвольно Танкисты, не освоив следует один аг- регат, переходили другому. Ясно, что такая постановка учебы не могла дать хо- роших результатов. Механизмы важной боевой или транс- портной машины довольно сложны. Чтобы четко, понятно, доходчиво объяснить на уроке их устройство и работу, нужно уне- ли использовать разнообразные пособия. учебные агрегаты, детали, плакаты и, на- конед, самые машины. В частности, трудно переоценить значение учебных плакатов, раскрывающих внутренность механизмов Когда нехватает таких плакатов, следует собственными силами изготовлять необхо- димые чертежи. Так делается, например, в части, которой командует тов. Каншин, где по-настоящему заботятся о технической вы- учке экипажей. К сожалению, некоторые командиры-танкисты витали в этом вопро- се на неправильную точку зрения, недо- оценивая технический плакат или схему Изучение машины должно тесно увязы- ваться с практической работой танкистов Ознакомившись с устройством того или ино- го механизма, обучаемые тут же регули- руют его, самостоятельно определяют устраняют характерные неисправности, про- изво1ят работы, связанные с полным тех- ническим обслуживанием машины. Таким образом, каждый раздел обучения заканчи- вается практическими работами у машин Для этого обучаемые разбиваются на брига- ды (по два-три человека) и выполняют задания или же действуют согласно техно- логической карте обслуживания.	vol-4847-page-01-seg-015-0273-2480-0953-4083.png
4847	1	275	4085	945	4268	23	0.95845	Руководство практической работой обу- чаемых нельзя подменять мелочной опекой. Весьма важно добиться, чтобы они сами справлялись с возникающими трудностями, пользуясь пособиями, учебниками, плаката-	vol-4847-page-01-seg-016-0275-4085-0945-4268.png
