volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
5010	1	320	374	2316	498	4	0.97462	Пролетарий всех стран, соединяйтесь!	vol-5010-page-01-seg-002-0320-0374-2316-0498.png
5010	1	320	502	2316	866	7	0.98750	ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-5010-page-01-seg-003-0320-0502-2316-0866.png
5010	1	358	888	608	938	3	0.91396	№ 255 (5010)	vol-5010-page-01-seg-004-0358-0888-0608-0938.png
5010	1	956	898	1597	948	5	0.94380	29 октября 1941 г., среда.	vol-5010-page-01-seg-006-0956-0898-1597-0948.png
5010	1	2057	894	2302	948	2	0.85301	ЦЕНА 15 КОП.	vol-5010-page-01-seg-007-2057-0894-2302-0948.png
5010	1	2512	454	4435	928	22	0.92693	Воины Красной армии! Фашистский инет-1орше смерти. Бесстрашно и самоотверженно бейтесь за Родину. Во что бы то ни стало преградить путь фашистским палачам.	vol-5010-page-01-seg-008-2512-0454-4435-0928.png
5010	1	472	1020	1505	1161	2	0.95551	Наши резервы	vol-5010-page-01-seg-010-0472-1020-1505-1161.png
5010	1	540	1189	1445	1271	1	0.93381	неисчислимы	vol-5010-page-01-seg-011-0540-1189-1445-1271.png
5010	1	298	1321	978	2131	124	0.96362	На фронтах отечественной войны идет ожесточенная, кровопролитная борьба. обеих сторон введены в действие огром- ные массы войск. Фашистские полчища, стянутые со всей Европы, продолжают рваться вперед. Враг несет огромные по- тери, но не оставил своих замыслов. На- тиск его на подступах к Москве и на Юге не ослабевает. С каждым днем борьба между Красной армией и немецко-фашистскими войсками становится все более напряженной, разго- рается все сильнее. Наши части мужест- венно и самоотверженно сопротивляются врагу. Вопреки самонадеянным и кичли- вым заявлениям Гитлера о близком окон- чании военных действий, война приобре- тает затяжной, длительный характер. В этих условиях исход ее будет определять- ся прежде всего наличием людских и ма- териальных ресурсов. У кого их больше, чьи силы растут ходе войны, за тем окажется и окончательная победа.	vol-5010-page-01-seg-012-0298-1321-0978-2131.png
5010	1	294	2141	968	2812	103	0.96392	Людские резервы одно из самых уязвимых мест гитлеровской Германии. Фашисты понимают это. Они видят, как быстро истощаются их резервы, они созна- ют, как вели бы и неисчерпаемы резервы Советского Союза. Вот почему враг так спешит, напрягает все усилия, чтобы конца использовать свое временное пре- имущество, полученное им в результате вероломного нападения Германии на Советский Союз. Враг надеется добиться решающей победы до того, как это пре- имущество исчезнет. Враг рассчитывает захватить нашу страну, прежде чем мы приведем в движение все свои резервы. Бредовые расчеты, бессмысленные надеж- ли! Эта ставка фашистов, как и их став- ка на "молниеносную" войну, должна быть бита и будет бита.	vol-5010-page-01-seg-013-0294-2141-0968-2812.png
5010	1	292	2820	964	3206	60	0.96251	Все новые и новые части прибывают на фронт. Постепенно втягиваются в бой войска, которые в глубоком тылу готови- лись к беспощадной борьбе с врагом. Из недр народа поднимаются миллионы воору- женных богатырей. Как и предвидел вели- кий Сталин, "вместе с Красной армией поднимаются многие тысячи рабочих, кол- хозников, интеллигенции на войну с на- павшим врагом. Поднимутся миллионные массы нашего народа».	vol-5010-page-01-seg-014-0292-2820-0964-3206.png
5010	1	284	3216	960	3819	97	0.95886	Задача состоит в том, чтобы как можно лучше обучить и подготовить эти миллио- ны новых бойцов к борьбе за родину. Ре шает не только количество, но и качество резервов. Частиц и соединениям, которые сколачиваются сейчас в глубоких тылах, предстоит пройти через много суровых исытаний, вынести на своих плечах тя- жесть многих ожесточенных боев. Нужно, чтобы они в совершенстве были готовы к этим боям. Нужно, чтобы уже теперь, в дни учебы, они выковывали и закаляли оружие своих грядущих побед. Обучение и воспитание резервов де- 10 огромной важности. Оно требует боль- шого внимания. Оно должно быть постав- лено образцово.	vol-5010-page-01-seg-015-0284-3216-0960-3819.png
5010	1	284	3825	958	3999	25	0.95444	Одна из основных предпосылок успеш- ной подготовки резервов правильное четкое комплектование запасных частей. Какие бы то ни было ошибки, непорядки этом отношении могут ощутимо тормо-	vol-5010-page-01-seg-016-0284-3825-0958-3999.png
5010	1	988	1323	1675	2774	217	0.96668	жить совершенствование резервов. Налог яс- по представлять себе лицо призываемого контингента, образцово вести учет всего мужского населения, способного носить оружие. Комплектуя часть, командир дол жен хорошо знать степень военной полго- товки каждого призванного. Всех, имею- щих определенную военно-учетную специ- аленость, нужно использовать только по этой специальности, зачисляя в соответ- ствующие специальные части. Место стрелка только среди пехотинцев, ар- тиллериста - только среди артиллеристов. Большинство призываемых не но- бични в военном деле. Многие из них в свое время прошли уже армейскую школу, многие учились воевать в мирные дни, совершенствовались в батальонах Всего- буча. Своевременно учесть и умело ис- пользовать все их военные знания - это значит ускорить подготовку боеспособных- воинов, улучшить качество боевой учебы. Учить только тому, что нужно на вой- не, и только так, как делается на войне, нерушимый закон для командиров и по- литработников запасных частей. Все бой- цы, приходящие на фронт, должны в со- вершенстве знать тактику врага и уметь противодействовать этой тактике. Пресло- вутые немецкие "клинья", запугивание «окружением» все это должно быть известно бойцам запасных полков, на все это они должны уметь отвечать активны- ми и отважными действиями. На всех этапах обучения, во всех его разделах следует опираться, прежде всего, на опыт боев. Никаких разговоров B000- ще, вне времени и пространства, -- все делать практически, во всем следовать требованиям нынешней войны и ее уро-	vol-5010-page-01-seg-017-0988-1323-1675-2774.png
5010	1	980	2782	1659	3997	181	0.95392	С первого же дня прихода в полк бой- пов следует приучать к активности в действиях, к инициативе, к умению само стоятельно находить выход из самого труд- ного положения. Люди должны воспиты ваться и расти на примерах многочислен- ных героев отечественной войны против германского фашизма. Умело и настойчиво надо развивать и закалять в них каче ства мужественных, самоотверженных и стойких воинов. Каждый новый боец дол- жен отчетливо представлять себе труд- ности войны и в то же время ясно со- знавать, что эти трудности вполне пре- одолины, что победа согутствует храброму и упорному воину. Наши запасные части расположены в глубоких тылах. Но жизнь их должна строиться на фронтовой лад, организован- ный и мобильный. Каждую минуту дер- жать на счету. Совершенствоваться не- прерывно. без устали, высокими военны- ми темпами. Надо торопиться, товарищи! Отчизна в опасности, враг нажимает изо всех сил, время для нас теперь очень дорого. Наши людские резервы неисчислимы. Наши люди рвутся в бой с заклятым врагом. Быстрее и лучше подготовим их победоносным битвам за родину! Дадим Красной армии нескончаемые потоки от- важных, искусных воинов, готовых ско- pee погибнуть, чем склониться перед врагом!	vol-5010-page-01-seg-018-0980-2782-1659-3997.png
5010	1	896	4099	1052	4153	1	0.90007	Указ	vol-5010-page-01-seg-019-0896-4099-1052-4153.png
5010	1	308	4171	1625	4371	15	0.92876	ПРЕЗИДИУМА ВЕРХОВНОГО СОВЕТА СССР присвоении звания Героя Советского Союза начальствунощему составу военно-воздушных сил Красной Армии	vol-5010-page-01-seg-020-0308-4171-1625-4371.png
5010	1	286	4389	1621	4766	61	0.92825	За образцовое выполнение боевых заданий Командования на фронте борьбы с немецкими захватчиками проявленные при этом отвагу и геройство присвоить звание Героя Советского Союза с вручением ордена Ленина и медали «Золотая Звезда»: 1. Лейтенанту Катрич Алексею Николаевичу. 2. Капитану Титенкову Константину Николаевичу. Председатель Президиума Верховного Совета СССР М. КАЛИНИН. Секретарь Президиума Верховного Совета СССР А. ГОРКИН. Москва, Кремль, 28 октября 1941 г.	vol-5010-page-01-seg-021-0286-4389-1621-4766.png
5010	1	406	4854	1525	5110	16	0.95283	ПОСТАНОВЛЕНИЕ СОВЕТА НАРОДНЫХ КОМИССАРОВ СОЮЗА ССР присвоении воинских званий высшему и старшему начальствующему составу Красной Армии	vol-5010-page-01-seg-022-0406-4854-1525-5110.png
5010	1	286	5122	1617	5278	28	0.92867	Совет Народных Комиссаров Союза ССР постановляет: Присвоить лицам высшего и старшего начальствующего состава Красной Армии воинские звания, установленные Указом Президиума Верховного Совета СССР от 7 мая 1940 г.:	vol-5010-page-01-seg-023-0286-5122-1617-5278.png
5010	1	702	5302	1201	5340	1	0.94433	ГЕНЕРАЛ-ЛЕЙТЕНАНТА:	vol-5010-page-01-seg-024-0702-5302-1201-5340.png
5010	1	444	5346	1197	5436	6	0.91851	Василевскому Александру Михайловичу. Громадину Михаилу Степановичу.	vol-5010-page-01-seg-025-0444-5346-1197-5436.png
5010	1	446	5448	1351	5544	5	0.95318	ГЕНЕРАЛ-ЛЕЙТЕНАНТА АРТИЛЛЕРИИ: Журавлеву Данилу Арсентьевичу.	vol-5010-page-01-seg-026-0446-5448-1351-5544.png
5010	1	442	5554	1147	5775	13	0.92066	ГЕНЕРАЛ-МАЙОРА: Белову Ивану Сергеевичу. Карпоносову Арону Гершевичу. Курасову Владимиру Васильевичу. Шевченко Федору Ивановичу.	vol-5010-page-01-seg-027-0442-5554-1147-5775.png
5010	1	444	5787	1303	5883	5	0.92780	ГЕНЕРАЛ-МАЙОРА АРТИЛЛЕРИИ: Герасимову Антону Владимировичу.	vol-5010-page-01-seg-028-0444-5787-1303-5883.png
5010	1	442	5891	1261	6069	11	0.92889	ГЕНЕРАЛ-МАЙОРА АВИАЦИИ: Вакуленко Ивану Александровичу. Климову Ивану Дмитриевичу. Сбытову Николаю Алексеевичу.	vol-5010-page-01-seg-029-0442-5891-1261-6069.png
5010	1	358	6081	1537	6281	19	0.93682	Председатель Совета Народных Комиссаров СССР И. СТАЛИН. Управляющий Делами Совнаркома СССР Я. ЧАДАЕВ. Москва, Кремль, 28 октября 1941 г.	vol-5010-page-01-seg-030-0358-6081-1537-6281.png
5010	1	1767	1022	2998	1193	7	0.96732	ОТ СОВЕТСКОГО ИНФОРМБЮРО Утреннее сообщение 28 октября	vol-5010-page-01-seg-031-1767-1022-2998-1193.png
5010	1	1699	1215	2372	1365	20	0.96316	В течение ночи на 28 октября наши войска вели бои с противником на Можай ском, Малоярославецком, Харьковском и Таганрогском направлениях.	vol-5010-page-01-seg-032-1699-1215-2372-1365.png
