volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
6266	1	1090	324	1413	381	2	0.97246	За нашу	vol-6266-page-01-seg-001-1090-0324-1413-0381.png
6266	1	1456	305	2173	386	2	0.93032	Советскую Родину.	vol-6266-page-01-seg-003-1456-0305-2173-0386.png
6266	1	303	419	2200	794	9	0.91184	стр собдиня ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-6266-page-01-seg-004-0303-0419-2200-0794.png
6266	1	328	820	591	874	3	0.85632	№ 278 (6266)	vol-6266-page-01-seg-005-0328-0820-0591-0874.png
6266	1	961	829	1556	874	5	0.94837	27 ноября 1945 г., вторник	vol-6266-page-01-seg-006-0961-0829-1556-0874.png
6266	1	1935	823	2185	874	2	0.85613	ЦЕНА 20 коп.	vol-6266-page-01-seg-007-1935-0823-2185-0874.png
6266	1	2328	404	3262	858	60	0.93322	Подготовка к выборам в Верховный Совет СССР (1 стр. ). По советской стране (1 стр. ). Подполковник Н. Прокофьев. -- На инструктор- ско-методическом уроке (2 стр. ). Полковник Н. Денисов, -- Наземная подготовка летчиков (2 стр. ). Майор С. Иванов. - Поиски разведчиков. -- Из опыта боев (2 стр. ). Майор Т. Старичков. -- О партийных собраниях (3 стр. ).	vol-6266-page-01-seg-009-2328-0404-3262-0858.png
6266	1	3347	402	4281	856	71	0.94351	В политорганах и партийных организациях (3 стр. )- A. Авдеенко, -- У невских мостов (3 стр. ). На военных конных заводах. -- Беседа корреспон- дента «Красной звезды» с маршалом Советского Союза С. М. Буденным (3 стр. ). Воззвание Национального комитета Отечествен- ного фронта к болгарскому народу (4 стр. ). НА ПРОЦЕССЕ В НЮРНБЕРГЕ. - Юр. Король- ков. - Поджигатели (4 стр. ). Заседание подготовительной комиссии Объединен- ных наций (4 стр. ).	vol-6266-page-01-seg-010-3347-0402-4281-0856.png
6266	1	288	951	1568	1162	4	0.97392	Физическая подготовка войск зимой	vol-6266-page-01-seg-011-0288-0951-1568-1162.png
6266	1	280	1197	928	1440	32	0.96087	Полоса спортивного межсезонья прошла Наступившая зима вновь создала благо- приятные условия для широкого разверты- вания массовой спортивной работы в на- ших войсках, для всесторонней физиче- ской подготовки и закалки советских воп- нов.	vol-6266-page-01-seg-012-0280-1197-0928-1440.png
6266	1	276	1450	928	1916	63	0.96402	Физическая подготовка является со- ставной частью учебы войск. Это дей- ственное средство воспитания мужествен- ного, выносливого бойца, способного, не сгибаясь, переносить всевозможные труд- ности и лишения и в самой неблаго- приятной обстановке сохранять бод- рость, силы, непреклонную волю к побе- де. Само собой понятно, что без по- вышения уровня физической подготовки нельзя добиться дальн йшего совершен- ствования воинских качеств наших армей- ских кадров.	vol-6266-page-01-seg-013-0276-1450-0928-1916.png
6266	1	266	1918	920	2667	106	0.96323	Опыт боевой деятельности войск в зим- нее время выдвигает в качестве перво- очередной и главной задачи физической подготовки зимой обучение бойцов дейст- виям на лыжах, совершенствование бое- вых приемов лыжников. Мы должны до- биться, чтобы весь личный состав умел совершать на лыжах длительные марши, преодолевать препятствия, овладел ис- кусством стрельбы с лыж и т. д. Для решени... этой задачи необходимо не толь- ко достаточное количество лыжного инвен- таря, наличие людей, прошедших школу войны, и отличных лыжников, способных обучать личный состав. Для этого необ- ходимо, чтобы командиры уделили должное внимание физической подготовке личного состава части в условиях зимы, чтобы учебно-тренировочные занятия правильно организовывались, проходили на должном уровне.	vol-6266-page-01-seg-014-0266-1918-0920-2667.png
6266	1	259	2668	912	3133	64	0.95814	Хорошо поставленные тренировочные занятия развивают выносливость бойда и обеспечивают подготовку его к длитель- ным переходам. Ценность тренировочных занятий состоит также в том, что в ходе их боеп на деле осознает полезность и необходимость лыжного спорта, стано- вится убежденным лыжником, действи- тельно любящим этот увлекательный вид спорта. И наоборот: отсутствие учеб- но-тренировочной работы приводит к тому, что боеп начинает смотреть на лыжи, как на обузу.	vol-6266-page-01-seg-015-0259-2668-0912-3133.png
6266	1	245	3135	903	4067	138	0.96199	Вот почему нельзя, как это делали в прошлом некоторые командиры, по перво- му же снегу выходить на большие марши, а нужно и должно постепенно тренировать бойцов, день ото дня подготовляя их многокилометровым переходам. Только ра- зумно организованные занятия обеспечат и надлежащую подготовку бойцов и будут действительно способствовать укреплению 310ровья и физической закалке воинов. «Военная работа подкрепляет здоровье», говорил Суворов, который постоянно требовал максимального напряжения B учебе при одном непременном условии, чтобы оно «было с толком». Серьезное внимание должно быть об- ращено на такой элемент боевой подготов- ки, как тренировка войск к атаке и руко- пашному бою в зимних условиях. Систе- матические занятия на различных полосах препятствий, повседневные упражнения в фехтование на винтовках с мягким нако- нечником, гранатометание как нельзя луч- ше будут способствовать выработке высо- ких боев... качеств у рядовых и сержан- тов. С этой целью командиры подразделе-	vol-6266-page-01-seg-016-0245-3135-0903-4067.png
6266	1	918	1195	1597	3777	384	0.96690	ний и частей уже сейчас должны поду- мать о соответствующем дооборудовании учебно-тренировочных полос, создании там снежно-ледяных валов, обледенении скло- нов холмов т. п. В зимнюю пору самое широкое разви- не должна получить массовая спортивная работа. Лыжные кроссы, зимние спортив- ные игры и прежде всего хоккей, гимна- стика, всё, что способствует воспита- нию ловкого. выносливого воина, что по- могает ему быстрее овладеть физическими приемами, необходимыми в бо10, всё это должно быть использовано и примене- но на практике. Широко 1азвернутая мас- совая спортивная работа поможет также выявить лучших спортсменов частей явится хорошей подготовкой к окружным Зимним спартакиадам и к всеармейским соревнованиям на первенство по лыжам, хоккею, гимнастике, борьбе и боксу, ко- торые будут проведены в текущем сезоне. Слез нет, зимой встретятся известные трудности в организации ряда видов спор- тивной работы. Не каждая часть, напри- мер, имеет гимнастический зал с доста- точным количеством инвентаря, не везде есть еще катки, лыжные базы. Однако опыт передовых частей убеждает в том, что при творческой инициативе и самодея- тельности все эти трудности могут быть легко преодолены. Не в каждом полку есть помещение для гимнастического зала, но в каждой роте можно выделить уголок и оборудовать его, простейшими снаряда- ми: кольцами, турником, брусьями. Лыж- ные базы без особенного труда и затрат могут быть организованы в расположении учебных полей, следует лишь оборудо- вать отапливаемые помещения, где лыж- ник мог бы в перерыве между трениров- ками обогреться, обсушиться, отдохнуть. Необходимо также позаботиться и о спе- циальном помещении для офицерского со- става и членов семей офицеров, которых также следует привлечь к участию B массовой спортивной работе. Не составит большого труда и залить катки. Каждая часть может и должна иметь свой каток и несколько хоккейных команд. Игра в хоккей - не только при- ятное времяпровождение. Она помогает вырабатывать ценнейшие для бойца каче- ства: быстроту ориентировки, ловкость, подвижность. Вот почему заботы коман- дира о создании соответствующих условий для занятий спортсменов-хоккеистов лихвой окупятся в боевой подготовке. Опыт Великой Отечественной войны убе- дительно показал, как велика роль физи- ческой закалки и натренированности войск в решении современных боевых задач. Именно поэтому части Красной Армии в самых сложных условиях боевой обста- новки уделяли серьезнейшее внимание фи- зической подготовке бойцов, сержантов и офицеров. Одним из условий нашей побе- ды над врагом было то, что наш боец в физическом отношении так же превосходил солдат противника, как превосходил их и своими высокими моральными каче- ствами.	vol-6266-page-01-seg-017-0918-1195-1597-3777.png
6266	1	914	3781	1564	4063	36	0.96284	Дальнейшее укрепление боевой мощи частей Красной Армии неразрывно связа- но с повышением уровня физической под- готовки воинов. В суровых условиях зимы необходимо готовить выносливых, зака- ленных, физически крепких бойцов, спо- собных с честью решать любые боевые	vol-6266-page-01-seg-018-0914-3781-1564-4063.png
6266	1	235	4138	889	4825	66	0.94958	Заместителю Председ Комиссаров GGP Народному товарищу Анастасу Дорогой Анастас Иванович! Всесоюзный Центральный Совет Про- фессиональных Союзов горячо поздравляет Вас, верного соратника великого Сталина, и шлет Вам свой сердечный привет в день Вашего 50-летия. Советский народ знает Вас как вид- нейшего деятеля большевистской партии, нашего социалистического государства и Высоко ценит Ваши заслуги перед Ро- Все силы всю свою кипучую энер- гию с юношеских лет Вы отдаете безза-	vol-6266-page-01-seg-019-0235-4138-0889-4825.png
6266	1	894	4138	1556	4537	28	0.95048	теля Совета Народных Комиссару Внешней Торговли Ивановичу МИКОЯНУ вечному служению делу партии Ленина- Сталина, укреплению политической и эко- номической мощи Советского государства и повышению благосостояния трудящихся нашей страны.	vol-6266-page-01-seg-020-0894-4138-1556-4537.png
6266	1	905	4548	1553	4719	20	0.94374	Желаем Вам, дорогой Анастас Пвано- вич, на долгие годы здоровья, сил и пло- дотворной деятельности на благо нашего социалистического отечества.	vol-6266-page-01-seg-021-0905-4548-1553-4719.png
6266	1	1021	4738	1516	4821	5	0.94129	Всесоюзный Центральный Совет Профессиональных Союзов.	vol-6266-page-01-seg-022-1021-4738-1516-4821.png
6266	1	466	4891	1303	4997	10	0.96496	Издание доклада тов. В. М. Молотова на языках народов Дагестана	vol-6266-page-01-seg-023-0466-4891-1303-4997.png
6266	1	226	5011	878	5185	18	0.94466	МАХАЧ-КАЛА, 26 ноября. (ТАСС). Да- гестанское государственное издательство выпустило отдельной брошюрой доклад тов. В. М. Молотова на торжественном	vol-6266-page-01-seg-024-0226-5011-0878-5185.png
6266	1	895	5011	1549	5183	20	0.94878	заседании Московского Совета 6 ноября c. г. на даргинском, лезгинском, ку- мыкском, аварском языках. Тираж бро- шары 25 тысяч экземпляров.	vol-6266-page-01-seg-025-0895-5011-1549-5183.png
6266	1	396	5250	1351	5343	6	0.97444	ПЕРВАЯ ПРОДУКЦИЯ СТАНКОСТРОИТЕЛЬНОГО- ЗАВОДА ИМЕНИ КИРОВА	vol-6266-page-01-seg-026-0396-5250-1351-5343.png
6266	1	220	5359	870	5488	22	0.97717	ГОМЕЛЬ, 26 ноября. (ТАСС). Крупчей- ший в Белоруссии станкостроительный за- вод им. Кирова приступил к выпуску стан- ков. На-днях государственная комиссия ис-	vol-6266-page-01-seg-027-0220-5359-0870-5488.png
6266	1	891	5361	1545	5484	13	0.96074	пытывала первый поперечно-строгательный станок. В ближайшее время завод начнет серийный выпуск этих станков.	vol-6266-page-01-seg-028-0891-5361-1545-5484.png
6266	1	456	5552	1293	5587	6	0.92347	Цикл лекций для учащейся молодежи Москвы	vol-6266-page-01-seg-029-0456-5552-1293-5587.png
6266	1	216	5606	868	5804	27	0.96249	Вчера в лекционном зале Политехниче- ского музея состоялась очередная лекция из цикла "Ломоносовских чтений", органи- зованных ЦК ВЛКСМ и Академией наук СССР. Около 1.000 учащихся средних школ	vol-6266-page-01-seg-030-0216-5606-0868-5804.png
6266	1	891	5602	1539	5792	20	0.95717	Москвы с большим интересом прослушали выступление члена-корреспондента Акаде- мии наук СССР Я. К. Сыркина на тему «Периодическая система Менделеева». (TACC).	vol-6266-page-01-seg-031-0891-5602-1539-5792.png
6266	1	367	5867	1377	5956	9	0.91917	ИЗВЕЩЕНИЕ От избирательной комиссии РСФСР по выборам в Совет	vol-6266-page-01-seg-032-0367-5867-1377-5956.png
6266	1	717	5960	1015	6001	1	0.88101	Напиональностей	vol-6266-page-01-seg-033-0717-5960-1015-6001.png
6266	1	218	6018	1531	6105	21	0.92211	Избирательная комиссия РСФСР по щается по адресу: г. Москва, Делегатская выборам в Совет Национальностей поме-1 улица, дом № 3. Телефон Б 5-43-22.	vol-6266-page-01-seg-034-0218-6018-1531-6105.png
