volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
6032	1	892	355	2081	417	3	0.95605	Смерть немецким оккупантам.	vol-6032-page-01-seg-001-0892-0355-2081-0417.png
6032	1	200	442	2129	799	8	0.96394	СНАЯ ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-6032-page-01-seg-002-0200-0442-2129-0799.png
6032	1	247	819	500	877	2	0.87455	44 (6032)	vol-6032-page-01-seg-003-0247-0819-0500-0877.png
6032	1	906	825	1518	869	5	0.91061	22 февраля 1945 г., четверг	vol-6032-page-01-seg-004-0906-0825-1518-0869.png
6032	1	1860	823	2104	871	3	0.83770	ЦЕНА 20 коп.	vol-6032-page-01-seg-005-1860-0823-2104-0871.png
6032	1	2266	3512	2867	3545	6	0.87772	Москва, Кремль. 21 февраля 1945 года.	vol-6032-page-01-seg-006-2266-3512-2867-3545.png
6032	1	2367	419	4208	490	5	0.98231	лава советским войскам, разбившим вра-	vol-6032-page-01-seg-007-2367-0419-4208-0490.png
6032	1	2224	523	4208	751	14	0.90154	жеские армии в Восточной Пруссии и грома- ину! щим немцев на подступах к Берлину.	vol-6032-page-01-seg-008-2224-0523-4208-0751.png
6032	1	2966	784	4164	819	9	0.90539	(ИЗ ПРИЗЫВОВ ЦК ВКП(б) К 27-й ГОДОВЩИНЕ КРАСНОЙ АРМИИ)	vol-6032-page-01-seg-009-2966-0784-4164-0819.png
6032	1	204	942	1194	2656	126	0.95725	р и : Верховно10 Глав Командующему войсками Маршалу Советского Союза Начальнику штаба фронта Гене Войска 2-го БЕЛОРУССКОГО фронта, продолжая наступление, сегодня, 21 февра- ля, с боем овладели городом ЧЕРСК- важ- ным узлом коммуникаций и сильным опор- ным пунктом обороны немцев в северо-за- падной части Польши. - В боях за овладение городом ЧЕРСК от- личились войска генерал-лейтенанта ГРИ- ШИНА, генерал-майора КИНОСЯНА, гене- рал-лейтенанта ТЕРЕНТЬЕВА, генерал-май- ора СМИРНОВА, генерал-майора ЛЯСКИ- НА, генерал-майора КИРИЛЛОВА, генерал- майора КОНОНЕНКО, генерал-майора СУ- ПРУНОВА, генерал-майора КРАСНОШТА- НОВА, полковника ГОРИЧЕВА, полковни- ка ПАЧКОВА; артиллеристы генерал-майо- ра артиллерии РАЗИНЦЕВА, генерал-майо- ра артиллерии МАЛОФЕЕВА, полковника КОРОЛЕВА, полковника ВАСИЛЕНКО, пол- ковника ТЮРИНА, полковника ШЛЕПИНА, подполковника АНИШКИНА; танкисты пол- ковника ЮДИНА, подполковника СЛАБО- ДЯНА, подполковника ПОВАРОВА, майора : Верховный Главнокомс Маршал Советскс 21 февраля 1945 года. № 283.	vol-6032-page-01-seg-010-0204-0942-1194-2656.png
6032	1	1200	942	2196	2656	121	0.96716	А З нокомандующе10 2-го Белорусского фронта оза РОКОССОВСКОМУ рал-полковнику БОГОЛЮБОВУ ПРУСЕВИЧА; летчики генерал-полковника авиации ВЕРШИНИНА, полковника КАЛУ. ГИНА, полковника ВИНОГРАДОВА; сапе i. рф полковника ТРЕТЬЯКОВА; связисты не нерал-майора войск связи НОВАРЧУКА. В ознаменование одержанной победы со- единения и части, наиболее отличившиеся в боях за овладение городом ЧЕРСК, пред- ставить к награждению орденами. Сегодня, 21 февраля, в 20 часов столица нашей Родины МОСКВА от имени Родины салютует доблестным войскам 2-го Бело- русского фронта, овладевшим городом ЧЕРСК, двенадцатью артиллерийскими залпами из ста двадцати четырех орудий. За отличные боевые действия ОБ'ЯВЛЯЮ БЛАГОДАРНОСТЬ руководимым Вами вой- скам, участвовавшим в боях за освобожде- ние города ЧЕРСК. Вечная слава героям, павшим в боях за свободу и независимость нашей Родины! Смерть немецким захватчикам! ндующий 10 Союза И. СТАЛИН.	vol-6032-page-01-seg-011-1200-0942-2196-2656.png
6032	1	313	2710	2096	2848	5	0.96262	Вперед, за полный разгром враг	vol-6032-page-01-seg-012-0313-2710-2096-2848.png
6032	1	197	2863	850	3257	55	0.95722	Вчера были опубликованы призывы ЦК ВКП(б) к 27-й годовщине Красной Ap- ми. Они полны силы и уверенности, проникнуты непреклонной волей к окон- чательному разгрому врага. Единодушно подхваченные всеми советскими людьми, Всеми воинами Красной Армии, эти боль- шевистские призывы еще более Усилят наш наступательный порыв, вызовут к жизни и новые выдающиеся успехи в боях в труде.	vol-6032-page-01-seg-013-0197-2863-0850-3257.png
6032	1	187	3259	851	5559	307	0.95990	Никогда еще урожай побед, пожинае- мый советскими воинами, не был так обилен, как на 27-м году существования Красной Армии. Весь он, от начала до конца, прошел под знаком превосходства советского оружия над вражеским. От- крывшийся наступлением советских войск на ряде важнейших направлений, он завершается гигантский наступлением Красной Армии по всему Фронту. И, оглядываясь ныне на путь, оставшийся позади, народ наш провозглашает с ра- достью, удовлетворением и гордостью: «Да здравствует победоносная Красная Армия, армия-освободительница, изгнав- шая немецко-фашистских захватчиков советской земли и громящая гитлеровские войска на территории Германии!». Красная Армия с честью и славой вы- полнила свой долг перед Отечеством, она оправдала народное доверие, отстояв род- ную земено от немецко-фашистских за- хватчиков. Победы Красной Армии --- это Победы советского строя, породавшего ее. это победы всего советского народа, невиданный в истории мужеством в са- моотвержениястью борющегося за уничто- жепие врагов Отчизны. Первым. оста- НОВИВ разбойничью немецко-фашистские орлы, отбросив их затем назад на- неся пм решающие поражения, советский парад предстал миру. как спаситель до- цивилизации Европы от фашистских по- громпиков. В этом великая истори- ческая заслуга нашего народа, нашего государства перед всем человечеством. «Да здравствует могучий Советский Союз, спасший цивилизацию Европы от фашистских погромщиков!» В огне войны сазвалея и окреп англо- советско-американский боевой со103. Не- для ног закончившаяся Крымская конферен- ция показала, что три великие демокра- тические державы клипы в своей решимо- стереть германский империализм с ли- ца земля заложить основы прочного уп- ра. Решения, принятые Конференцией, да- ют программу беспощадной борьбы за бы- стрый и полный разгром черных сил гитлеризм. «Да здравствует победа англо-советско- американского боевого союза над не- немецко-фашистскими захватчиками! Нане- сем сокрушительные Удары фашистской Германии с востока, запада, севера и Сотрем с лица земли германский империализм! Обеспечин прочный мир между народами всего мира!» Борьба против немецких захватчиков смертельных врагов славянства как никогда, укрепила братские узы. сеязыва- юшне нас с другими славянскому наро- дамп. Приветствуя братьев-главяя, совет- провозглашают злравлиу	vol-6032-page-01-seg-014-0187-3259-0851-5559.png
6032	1	869	2859	1522	3105	25	0.96089	храброму Польскому войску, героической Народно-освободительной армии Югосла- вип, солдатам и офицерам Чехословацко- то корпуса. «Да здравствует боевой союз славянских народов, борющихся унич- тожение немецко-фашистских разбойни-	vol-6032-page-01-seg-015-0869-2859-1522-3105.png
6032	1	854	3116	1523	5559	338	0.95615	Армия подед, великая арина-освободи- мельница, наша Красная Армия свершила неисчислимое множество доблестных, ге- роических дел. Советский парад заслу- женно гордится своими волнами. Он вы- соко пенит их самоотверженный, упорный ратный труд. Новое тому. свидетельство награждение ветеранов Красной Ap- мни, о котором сообщается сегодня. За выслугу в Красной Армии 25 лет и более ряд маршалов, генералов офиле- ров, а также сержантов отмечены высшей правительственной наградой орленим Ленина, Одновременно указом Президиума Верховного Совета старейшая наша ака- демия Краснознаменная ордена Ленина Военная академия им. Фрунзе на- граждена орденом Суворова степени за выдающиеся успехи деле подготовки офицерских кадров. В этих награждениях красноречиво сказалась вся сила любви нашей Родины командным кадрам Красной Армии, ее материнской заботы о Встречая 27-10 годовщину Красной Армия, весь наш народ провозглашает славу советским войская, вражеские армии в Восточной Прус- сип и громящим немцев на подступах Берлину, славу советским воинам, со- хрушившим немепкую оборону в Слезно 11 развивающим наступление за Одер, славу бойцам и офицерам Красной Арины, бьющим врага в полосе Карпат освобождающим от немцев дружественную нам Чехословакию, славу героям боев за разгром врага в Вепгрни, в районе Бу- дапешта. Победы наши велики, враг отброшен на грань катастрофы, война вернулась R своим истокам на проклятую немен- кую землю. Но всё это не может поро- дить в наших рядах покоенности. Bpar не добит, борьба еще продолжается, перед нами еще много серьезных и трудных задач и призывы ЦК ВКП(б) к 27-й годовщине Красный Армии с трезвой суровостью напоминают об этом. Эти большевистские призывы говорят миллионах советских людей, изныва- ющих на немецкой каторге. Они ждут, как освободителей, воинов Красной Ария в. «Вызволим из фашистской неволи наших братьев и сестер! » Призывы ЦК ВКП(б) еще раз воскре- тают в памяти советских воинов бесчис- ленные преступления, свершенные пример- ко-фашистскими извергами на натей земле. «Покараем немецко-фашистских из- вергов за разграбление и разрушение на- ших городов и сел, за насилия над жен- щинами и детьми, за убийство и увод в немецкое рабство советских людей! Мще- ние и смерть фашистским злодеям! » Для того, чтобы с честью и славой за- верiпить выполнение своей благородной освободительной войны Красной	vol-6032-page-01-seg-016-0854-3116-1523-5559.png
6032	1	1541	2865	2195	3116	31	0.95127	Армии должны неустанно наращивать сп- натиска на врага: «Воины Красной Армии! Наносите немецко-фашистским захватчикам уничтожающие удары! Не давайте передышки врагу! Бейте его не- щадно, всей мощью советского оружия! Вперед, на Запад!»	vol-6032-page-01-seg-017-1541-2865-2195-3116.png
6032	1	1538	3124	2195	4100	133	0.96372	Обращаясь к воинам всех родов войск Красной Армии, Центральный Комитет большевистской партии в своих призывах четко определяет их боевые задачи борьбе за окончательный разгром гитле- ровской Германии. От советских пехотин- цев интересы победы требуют смелого решительного 'преодоления обороны врага, неотступного преследования фашистских войск. Пехотинцы должны громить врага не давая ему закрепляться на новых ру- бежах. Задача наших артиллеристов минометчиков - мощными и меткими ог- новыми ударами сокрупнать оборону про- тивника, уничтожать его живую силу технику. Танкистов ЦК ВКП(б) призывает полностью использовать высокие боевые качества наших танков, крушить и неот- ступно преследовать врага. Советские лет- чики призваны мощными ударами воздуха расчищать путь нашим наступаю- войскам. Советские конники должны стремительно преследовать вражеские вой- ска, решительно врубаясь B их ряды Охватывать фланги противника, обрушать его и уничтожать - такова одна из глав- яых задач советских конников.	vol-6032-page-01-seg-018-1538-3124-2195-4100.png
6032	1	1538	4108	2191	4683	75	0.96523	Связь это нерв Красной Армпл. «Всемерно улучшайте дело связи!» говорит призыв, обращенный к связистам. Призывы ПК ВЕП(б) снова подчерки- вают, что «разведка есть глаза уши армии». Смело проникать в располо- жение противника. своевременно вскры- вать его намерения и замыслы долг разведчиков Красной Армии. Провозглашая здравицы нашим славным саперам. мине- пам понтонерам, медипитиским работа- кам Красной Армии, работникам войско- вого тыла, автомобилистам и дорожникам. Центральный Комитет зовёт пвх к само- отверженному мастерскому выполнению стоящих перед задач.	vol-6032-page-01-seg-019-1538-4108-2191-4683.png
