volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
5729	1	1052	311	2233	371	3	0.92456	Смерть немецким оккупантам.	vol-5729-page-01-seg-001-1052-0311-2233-0371.png
5729	1	355	409	2273	746	7	0.99574	ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-5729-page-01-seg-002-0355-0409-2273-0746.png
5729	1	390	786	646	838	2	0.84688	49 (5729)	vol-5729-page-01-seg-003-0390-0786-0646-0838.png
5729	1	1050	786	1775	840	5	0.94082	27 февраля 1944 г., воскресенье	vol-5729-page-01-seg-004-1050-0786-1775-0840.png
5729	1	1789	777	2252	829	3	0.86800	ЦЕНА 20 КОЛ.	vol-5729-page-01-seg-005-1789-0777-2252-0829.png
5729	1	2368	309	4384	784	47	0.97917	Всему рядовому и сержантскому составу--пехотинцам, минометчикам, артиллеристам, летчикам, танкистам, саперам, связистам, кавалеристам продолжать неустанно совершенствовать свое боевое мастерство, полно- стью использовать нашу прекрасную боевую технику, бить врага, как бьют его наши славные гвардейцы, точно выполнять приказы командиров, укреплять дисциплину и порядок, повышать организованность. из приказа верховного главнокомандующего.	vol-5729-page-01-seg-006-2368-0309-4384-0784.png
5729	1	552	915	1475	1129	2	0.94443	Гвардия Красной	vol-5729-page-01-seg-007-0552-0915-1475-1129.png
5729	1	346	1163	1002	1448	42	0.94502	Во все времена в армиях всех народов существовали прославленные, отборные части. Не раз они решали судьбу боя там, где другие войска были бессильны добиться успеха. Эти испытанные воины выступали на поля сражений во всеору- жии многолетнего опыта, в ореоле свер- кающей славы,	vol-5729-page-01-seg-008-0346-1163-1002-1448.png
5729	1	340	1462	996	1975	75	0.94204	В старой русской армии гвардейские полки всегда были той победоносной си- лой, на которую равнялись рядовые ар- мейские части. Известно, что еще Петр рассматривал действия Семеновского и Преображенского полков, как школу бое- вого опыта, где должна была учиться вся армия, Красная Армия молода, но ее гвардейские полки, дивизии и корпуса, созданные в огне Отечественной войны, закалялись в ней и, словно сталь, про- шедшая сквозь горнило взыжательного мастера, превратились в грозный и благо- рудный меч народа.	vol-5729-page-01-seg-009-0340-1462-0996-1975.png
5729	1	340	1991	994	2321	47	0.94184	Первые соединения советской гвардии появились на полях Отечественной войны осенью 1941 года. Шли месяцы, и плечом к плечу с гвардейскими частями первого этапа Отечественной войны стали новые гвардейцы, взращенные в дни побед Крас- ной Армии. Росла сила нашего наступле- ния на врага, росла и закалялась наша гвардия.	vol-5729-page-01-seg-010-0340-1991-0994-2321.png
5729	1	332	2331	990	3172	122	0.95169	Советские гвардейцы это люди безза- ветной храбрости, готовые без колебания отдать жизнь за Родину, за народ, за Сталина. Советские гвардейцы --- это бой- цы и командиры образцовой дисциплины, организованности и военной выучки, при- обретенной в боях. Советские гвардейцы- это воины, которые в каждом бою про- являют инициативу и изобретательность, чтобы наилучшим образом использовать свое оружие, усовершенствовать тактику действий. Советские гвардейцы питомцы. великого Сталина. Заботливо ра- стил и растит великий вождь железных солдат, мастеров военного дела. Воля Сталина, сила его несокрушимого духа словно перелилась в сердца гвардейцев лучших воинов нашей эпохи. И благодар- ный народ наш с любовью и гордостью взирэ-ет на своих сынов, чья грудь укра- шена горящей алым знаменем эмблемой. Закон гвардии прост и ясен. 0 нем хоро- по сказал поэт-воин:	vol-5729-page-01-seg-011-0332-2331-0990-3172.png
5729	1	373	3201	881	3233	6	0.86911	Гвардейцы не знают ни в чем	vol-5729-page-01-seg-012-0373-3201-0881-3233.png
5729	1	369	3239	977	3376	17	0.93622	промедленья, И, взяв молодецкий разгон, Не ведая страха, идут в наступление в этом --- их главный закон.	vol-5729-page-01-seg-013-0369-3239-0977-3376.png
5729	1	327	3412	981	3887	66	0.94688	приказо, посвященном 26-й годов- сине Красной Армии, Верховный Главно командующий Маршал Советского Союза товарищ Сталин потребовал, «чтобы бое- вой опыт и достижения передовых частей и соединений Красной Армии стали до стоянием всех наших войск, чтобы вся Красная Армия, все ее бойцы и офицеры научились бить врага по всем правилам современной воспной науки". Речь, сле- жевательно, идет о широчайшем распро- странении гвардейского воинского умения среди наших войск.	vol-5729-page-01-seg-014-0327-3412-0981-3887.png
5729	1	323	3907	977	4228	39	0.96293	Огромный боевой опыт накопили наши гвардейские соединения. Каждый род войск имеет теперь у нас свою гвардию. обладающую традициями, рожденными боях, воинскими навыками и темп высо- кнми нормативная физического и прав- ственного напряжения, которыми гордятся всины-ветераны и восхищаются новобран- ды.	vol-5729-page-01-seg-015-0323-3907-0977-4228.png
