volume_number	page_number	x1	y1	x2	y2	tokens_count	mean_confidence	text	image
5678	1	971	254	2186	320	3	0.94177	Смерть немецким оккупантам.	vol-5678-page-01-seg-001-0971-0254-2186-0320.png
5678	1	271	339	2216	696	7	0.96781	ЦЕНТРАЛЬНЫЙ ОРГАН НАРОДНОГО КОМИССАРИАТА ОБОРОНЫ СОЮЗА ССР	vol-5678-page-01-seg-002-0271-0339-2216-0696.png
5678	1	318	721	834	781	3	0.90694	№ 307 (5678)	vol-5678-page-01-seg-003-0318-0721-0834-0781.png
5678	1	912	724	1535	776	5	0.93349	29 декабря 1943 г., среда	vol-5678-page-01-seg-004-0912-0724-1535-0776.png
5678	1	1935	730	2186	779	2	0.79695	ЦЕНА 20 КОП.	vol-5678-page-01-seg-005-1935-0730-2186-0779.png
5678	1	2605	252	4057	328	3	0.93114	сегодня в номер	vol-5678-page-01-seg-006-2605-0252-4057-0328.png
5678	1	2351	351	3307	757	40	0.92291	От Советского Информбюро. Оперативная свод- ка за 28 декабря (1-2 стр. ). Майор П. Милованов, -- Наступление продол- жается (2 стр. ). A. Авдеенко. - Ворота прорыва (2 стр. ). Майор Б. Глебов. -- На Витебском направлении (2 стр. ).	vol-5678-page-01-seg-007-2351-0351-3307-0757.png
5678	1	3400	347	4347	563	24	0.93562	Майор М. Павлов, Преследование врага ночью (3 стр. ). из опыта наступательных боев на ШИХ ВОЙСК: Майор Я. Шматков, Простота маневра (3 стр. ).	vol-5678-page-01-seg-008-3400-0347-4347-0563.png
5678	1	3436	567	4345	753	28	0.92881	B. Кружков. Гимн Советского Союза (3 стр. ). Илья Эренбург, - Исповедь врага (4 стр. ). Заявление Эйзенхауэра (4 стр. ). Военные действия в Италии (4 стр. ).	vol-5678-page-01-seg-009-3436-0567-4345-0753.png
5678	1	396	853	1508	943	4	0.84159	Opr Организованно и настойчиво	vol-5678-page-01-seg-010-0396-0853-1508-0943.png
5678	1	648	952	1246	1024	2	0.89987	вести разведку	vol-5678-page-01-seg-011-0648-0952-1246-1024.png
5678	1	261	1053	931	1713	94	0.95728	B ходе сражений мастерство наших разведчиков непрерывно совершенствуется, не отставая от общего роста военного искусства Красной Армии. Об этом крас- норечиво свидетельствуют победы наших войск, ибо в каждом выигранном бою или сражении есть известная доля заслуг раз- ведчиков. Как во время наступления, так и при отражении немецких ударов, на протяжении всех боев, вновь подтвержде- на старая истина: нет разведки или пло- хо она организована нет и победы нал врагом. И наоборот, чем настойчивее ра- ботают разведчики, чем организованнее они действуют, тем легче командиру направить усилия своих подразделений и частей по наиболее верному пути победе.	vol-5678-page-01-seg-012-0261-1053-0931-1713.png
5678	1	256	1715	922	2189	64	0.94862	Особенно велика организаторская роль общевойсковых штабов. Они обязаны коор динировать усилия разведчиков не толь- ко различных стрелковых частей, но других родов войск. Своевременный обмен разведывательными данными между соседними днями и различными родами войск, а так- же аккуратное представление этих сведе- ней снизу вверх и сверху вниз --- но при- менное условие успешной разведки. Это способствует быстрому накапливанию в общевойсковых штабах разносторонних данных о противнике.	vol-5678-page-01-seg-013-0256-1715-0922-2189.png
5678	1	239	2191	920	3430	176	0.94471	Бое Боевой опыт учит, что чрезвычайно важно не только правильно распределить усилия разведчиков между различными инстанциями и разными родами войск, но и разграничить действия разведыватель- ных органов на местности. Каждая стрел- ковая часть обязана знать, в какой поло- се и на какую глубину в расположении врага она ведет разведку. При определении зоны действий раз- ведчиков нужно всесторонне учитывать средства и возможности каждой части или соединения. Разведчиков полка лучше все- го использовать на глубину до 6 кило- метров, тогда как дивизионная разведка может достигать и более дальних тылов врага, работая на удалении 20-25 ки- лометров от своих передовых подразделе- ний. Степень удаления разведывательных органов от своих войск позволяет разгра- ничить между ними и задачи. Полковая разведка изучает противостоящего про- тивника, выясняет нумерацию его частей и следит за характером их действий. да противник находится в обороне, полки обязаны установить его огневую систему типы вражеских противотанковых противопехотных заграждений. Дивизион- ные разведчики, проникая на большую глубину или действуя на флангах, обяза- ны своевременно заметить всякую пере- группировку сил, которая осуществляется врагом, и предупредить о его резервах, подходящих к полю боя.	vol-5678-page-01-seg-014-0239-2191-0920-3430.png
5678	1	239	3442	910	4341	125	0.94492	Необходимость в точном определении за- дач разведки тем более велика, что неко торые дивизии склонны ограничивать свою разведывательную деятельность районами передовых подразделений врага. Весьма редко они организуют вылазки в глубину расположения немцев или засады на ты- новых дорогах противника. Сужение сфе- ры действий разведчиков, приковывание их внимания исключительно к переднему краю немецкой обороны приводит неиз- бежно к ряду ошибок. Так, приказанием по разведке N стрелкового соединения шта- бы частей нацеливались исключительно на захват пленных. Штабные офицеры этого соединения считали такой вид раз- ведки единственно пригодным для вскры- тия группировки немецких войск. Отсюда однобокость в разведывательной ра- боте частей. Например, начальник развед- ки капитан Андреев прямо заявил: «У нас главное это добыть языка!» Конечно, пленные могут дать ценные данные о про- тивнике, но строить всю разведыватель-	vol-5678-page-01-seg-015-0239-3442-0910-4341.png
5678	1	956	1055	1616	1159	12	0.94959	ную деятельность только на одном втом источнике значит непозволительно сужать возможности разведки.	vol-5678-page-01-seg-016-0956-1055-1616-1159.png
5678	1	946	1170	1614	2030	120	0.95270	Никогда нельзя рассчитывать на то, что оперативные или тактические планы вра га можно получить в готовом виде. Они как правило, раскрываются разведчиками лишь путем настойчивой и кропотливой работы, путем использования различных данных, поступающих из самых разнооб- разных источников. Офицеры-разведчики должны тщательно изучать каждое новое допесение, сопоставляя его по времени и по местности с теми данными, которые бы- ли получены ранее. Любое явление, обна- руженное разведчиками в расположении противника, следует рассматривать в дина- мике его развития. По отдельным иногда едва уловимым приметам надо уметь рас- познавать основные изменения, происходя- щие в стане врага. Только действуя так, по крупицам собирая ценные данные из всевозможных источников, можно добить- ся успешного решения главной разведы- вательной задачи: выяснить силы против- ника и разгадать его намерения.	vol-5678-page-01-seg-017-0946-1170-1614-2030.png
5678	1	939	2045	1601	2595	78	0.94726	Действуя точно по плану или ведя ра- боту в рамках, очерченных приказаниями высших инстанций, разведывательные ор- ганы штабов и офицеры разведки полков должны в нужных случаях широко прояв- лять инициативу. Они не только имеют право, но и обязаны всемерно разнообра- зить формы разведки, стремясь в каждом случае добыть наиболее полные данные о противнике. тому же ограничение дея- тельности разведчиков определенной поло- сой местности не освобождает их от обя- занности повседневно интересоваться поло- жением противника перед участками сосе дей.	vol-5678-page-01-seg-018-0939-2045-1601-2595.png
